ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
10819,CS0108018,218,2016/01/22 01:44:00+00,00/21/2016 17:44:00,CLEAR,19528,DRIVER,34,M,AFRICAN AMERICAN,B,2008,PONTIAC,GRAND PRIX,PASS,,FREEPORT BLVD,CLAUDIA DR,N,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,0,0,,,,N,,,,,4D
10820,CS0029072,257,2016/01/19 21:01:59+00,00/19/2016 13:02:00,CLOUDY,17018,DRIVER,21,F,WHITE,W,2004,HONDA,ACCORD,PASS,,CREST DR,N BEND DR,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,SB CREST SLOWED TO APPROXIMATELY 8 MPH WB ON N BEND. SAID WAS IN A HURRY TO GET TO THE BANK.,,,,4D
10821,CS0051553,903,2016/09/03 14:42:00+00,00/03/2016 07:42:00,CLEAR,256040,DRIVER,50,M,WHITE,W,,,NOT IN LIST,PASS,1120,N B STREET,,,N,CITATION,I,(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,SCC,12.52.040(A),(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,N,,,,,,N,,,,,
10822,CS0164722,530,2016/07/18 16:47:59+00,00/18/2016 09:48:00,,208116,DRIVER,48,F,WHITE,W,2004,TOYOTA,CAMRY,PASS,,EL CAMINO AVE,TAFT ST,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,50,35,LIDAR,HANDHELD,,N,,,,,
10823,CS0074048,745,2016/03/31 18:04:00+00,00/31/2016 11:04:00,,90524,DRIVER,24,M,WHITE,W,,,NOT IN LIST,PASS,920,24 STREET,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,PIPE IN FRONT LF JKT TOP POCKET,,,,
10824,CS0001408,530,2016/03/28 17:03:00+00,00/28/2016 10:03:00,,87324,DRIVER,46,M,WHITE,W,2016,FORD,FUSION,PASS,,FRANKLIN BLVD,CALVINE RD,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,65,45,LIDAR,HANDHELD,,N,,,,,
10825,CS0032140,3103,2016/06/27 15:49:59+00,00/27/2016 08:50:00,,184932,DRIVER,50,M,WHITE,W,,,NOT IN LIST,PASS,,ARDEN WAY,DEL PASO BLVD,,N,CITATION,I,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,VC,21955,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,N,,,,,,N,OAKLEY CROSSED ARDEN FROM LIGHT RAIL STATION MIDBLOCK BETWEEN CONTROLLED INTERSECTIONS. I WATCHED FROM ARDEN OXFORD AND STOPPED HIM ON DEL PASO BLVD. HE IDENTIFIED HIMSELF WITH CALIFORNIA ID CARD AND VERIFIED IN WEBKPF. STATE WAS IN A HURRY TO GET OUT OF SUN BECAUSE OF MEDICATIONS. WAS ER TO PAWN SHOP,,,,
10826,CS0048687,897,2016/08/11 14:36:59+00,00/11/2016 07:37:00,,232273,DRIVER,50,F,AFRICAN AMERICAN,B,1997,CHEVROLET,TAHOE,PASS,,HWY99,MACK RD,N,Y,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
10827,CS0017603,918,2016/07/24 13:56:00+00,00/24/2016 06:56:00,,214295,DRIVER,31,M,WHITE,W,2004,PONTIAC,GRAND AM,PASS,3625,INNOVATOR DRIVE,,,N,CITATION,M,(M) HIT AND RUN - PROPERTY DAMAGE,VC,20002(A),(M) HIT AND RUN - PROPERTY DAMAGE,N,,,,,,Y,,,,,
10828,CS0142846,886,2016/05/25 20:50:00+00,00/25/2016 13:50:00,CLEAR,149346,DRIVER,51,F,MIXED RACE,U,1999,HONDA,ACCORD,PASS,,I ST,10TH ST,SW,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,15,,,,,N,,,,,
10829,CS0056092,536,2016/02/07 05:35:00+00,00/06/2016 21:35:00,,36257,DRIVER,52,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,1000 BLOCK 4TH STREET,,,Y,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,(M) VIOLATION OF PROBATION-MISD,N,,,,,,N,,,,,
10830,CS0031926,973,2016/12/27 03:43:00+00,00/26/2016 19:43:00,CLEAR,368891,DRIVER,33,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,DEL PASO BLVD,GLENROSE AVE,,Y,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,(M) VIOLATION OF PROBATION-MISD,N,,,,,,N,,,,,
10831,CS0009387,298,2016/02/16 21:04:59+00,00/16/2016 13:05:00,CLEAR,45763,DRIVER,48,F,HISPANIC,W,2005,NISSAN,ALTIMA,PASS,,REGENCY PARK,SPALETTA,E,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),"(I)FAILURE TO STOP AT STOP SIGN
THRU STOP AT APPROX 10MPH EAST",N,10,,,,,N,,,,,4D
10832,CS0131035,559,2016/06/17 06:39:00+00,00/16/2016 23:39:00,,174022,DRIVER,37,M,AM. IND./AL. NATIVE,I,1997,TOYOTA,COROLLA,PASS,,N B ST,7TH ST,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,4D
10833,CS0084083,455,2016/06/17 17:57:00+00,00/17/2016 10:57:00,CLEAR,174362,DRIVER,52,M,WHITE,W,1993,JEEP,GRAND CHEROKEE,TRCK,,HOWE AVE,FOLSOM BLVD,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,LL
10834,CS0002337,380,2016/04/20 20:02:00+00,00/20/2016 13:02:00,,112067,DRIVER,37,F,HISPANIC,W,,,NOT IN LIST,PASS,201,RICHARDS BLVD,,,N,CITATION,M,(M) MINOR LIQUOR SALE/CONSUMPTION,BP,25658(A),(M) MINOR LIQUOR SALE/CONSUMPTION,N,,,,,,N,,,,,
10835,CS0142776,886,2016/04/20 16:04:00+00,00/20/2016 09:04:00,CLEAR,111818,DRIVER,24,F,AFRICAN AMERICAN,B,2004,FORD,EXPLORER,PASS,,24TH ST,FLORIN RD,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,25,,,,,N,"DHVN,",,,,4H
10836,CS0032179,3103,2016/08/22 17:47:00+00,00/22/2016 10:47:00,,243489,DRIVER,25,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,ARDEN WAY,DEL PASO BLVD,,N,WARNING,I,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,VC,21955,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,N,,,,,,N,,,WARNING ONLY,,
10837,CS0165294,257,2016/06/30 20:28:00+00,00/30/2016 13:28:00,CLEAR,188615,DRIVER,58,M,WHITE,W,,,NOT IN LIST,PASS,,BROADWAY,BOTTOMS ALY,S,N,CITATION,I,(I) JAYWALKING PEDESTRIAN,SCC,10.20.020,(I) JAYWALKING PEDESTRIAN,N,,,,,,N,,,,,
10838,CS0113517,981,2016/09/17 04:37:00+00,00/16/2016 21:37:00,CLEAR,269960,DRIVER,28,M,WHITE,W,,,NOT IN LIST,PASS,2513,RIVER PLAZA DRIVE,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
10839,CS0138022,842,2016/05/13 15:01:00+00,00/13/2016 08:01:00,,136517,DRIVER,21,M,AFRICAN AMERICAN,B,2009,CHEVROLET,IMPALA,PASS,,8TH AVENUE,LA SOLIDAD WAY,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4T
10840,CS0084038,455,2016/04/07 23:02:00+00,00/07/2016 16:02:00,CLOUDY,98457,DRIVER,24,F,WHITE,W,2016,SUBARU,FORESTER,PASS,,FOLSOM BLVD,HORNET DR,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,4H
10841,CS0142739,886,2016/04/05 21:36:00+00,00/05/2016 14:36:00,CLEAR,96035,DRIVER,35,F,MIXED RACE,U,1989,CHEVROLET,SILVERADO 1500,TRCK,,KOKOMO DR,N PARK DR,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,20,,,,,N,PC 27360=ADV,,,,PK
10842,CS0019001,340,2016/12/17 07:15:59+00,00/16/2016 23:16:00,CLEAR,360127,DRIVER,34,M,ASIAN OTHER,A,1996,NISSAN,SENTRA,PASS,,FREEPORT,FRUITRIDGE,N,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
10843,CS0094524,397,2016/04/07 08:29:59+00,00/30/2016 17:47:00,CLEAR,89740,DRIVER,20,F,AFRICAN AMERICAN,B,1999,CHEVROLET,LUMINA,PASS,,SEQUOIA PACIFIC BLVD,RICHARDS BLVD,W,N,CITATION,I,(I) FOLLOWING TOO CLOSE,VC,21703,(I) FOLLOWING TOO CLOSE,N,15,35,,,,Y,,,Accident,,4D
10844,CS0001160,530,2016/01/14 17:23:59+00,00/14/2016 09:24:00,,12314,DRIVER,36,F,WHITE,W,2015,HONDA,ODYSSEY,PASS,,PARK RIVIERA WAY,RIVERSIDE BLVD,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
10845,CS0000337,886,2016/01/19 22:24:00+00,00/19/2016 14:24:00,CLOUDY,17109,DRIVER,40,M,AFRICAN AMERICAN,B,1986,HONDA,ACCORD,PASS,,NORTHGATE BLVD,BRIDGEFORD DR,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,35,,,,,N,,,,,4D
10846,CS0145065,487,2016/06/10 15:37:59+00,00/10/2016 08:38:00,,166619,DRIVER,53,F,AFRICAN AMERICAN,B,,,,,,BANNON ST,BERCUT,,Y,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
10847,CS0141029,388,2016/09/12 07:38:59+00,00/12/2016 00:39:00,CLEAR,265098,DRIVER,56,F,AFRICAN AMERICAN,B,1996,TOYOTA,COROLLA,PASS,,8TH AV,40TH ST,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
10848,CS0118019,486,2016/06/05 22:44:59+00,00/05/2016 15:45:00,CLEAR,161499,DRIVER,27,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,2710,RAMP WAY,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,1\2 EMPTY,,,,
10849,CS0009368,298,2016/02/04 22:14:00+00,00/04/2016 14:14:00,CLEAR,33581,DRIVER,26,M,WHITE,W,2003,ACURA,RSX,PASS,,REGENCY PARK,SPALETTA,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,10,,,,,N,,,,,2D
10850,CS0008617,530,2016/11/15 00:56:00+00,00/14/2016 16:56:00,,329666,DRIVER,21,F,WHITE,W,2009,SCION,TC,PASS,,TRUXEL RD,SAN JUAN RD,S,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
10851,CS0056075,536,2016/01/14 06:42:00+00,00/13/2016 22:42:00,,11961,DRIVER,35,F,AFRICAN AMERICAN,B,1996,PLYMOUTH,VOYAGER,PASS,1896,ARDEN WAY,,,Y,CITATION,M,(M) PETTY THEFT,PC,484(A),(M) PETTY THEFT,N,,,,,,N,,,,,
10852,CS0164933,530,2016/09/27 21:30:59+00,00/27/2016 14:31:00,,280688,DRIVER,51,F,HISPANIC,W,2004,LINCOLN,NAVIGATOR,PASS,,TRUXEL RD,SAN JUAN RD,S,N,WARNING,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,WARNING ONLY,,
10853,CS0009748,600,2016/01/06 21:13:00+00,00/06/2016 13:13:00,,5081,DRIVER,61,M,AFRICAN AMERICAN,B,1997,NISSAN,TRUCK,PASS,,BROADWAY,21ST ST,W,N,CITATION,I,(I) MAINTENANCE OF LAMPS/DEVICES,VC,24252(A),(I) MAINTENANCE OF LAMPS/DEVICES LEFT AND CENTER BRAKE LAMPS OUT,N,,,,,,N,,,,,
10854,CS0047525,520,2016/04/02 22:28:59+00,00/02/2016 15:29:00,CLEAR,92974,DRIVER,45,M,AFRICAN AMERICAN,B,1987,CHEVROLET,BLAZER,TRCK,7200,FRANKLIN BLVD,,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,10,45,,,,N,,,,,LL
10855,CS0136028,522,2016/05/18 17:42:59+00,00/18/2016 10:43:00,,141808,DRIVER,60,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,1016,10TH STREET,,,N,CITATION,I,(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,SCC,12.52.040(A),(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,N,,,,,,N,,,,,
10856,CS0123011,760,2016/01/03 06:40:59+00,00/02/2016 22:41:00,,1804,DRIVER,39,M,HISPANIC,W,,,NOT IN LIST,PASS,,26TH,FRANKLIN BLVD,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
10857,CS0102077,660,2016/02/18 16:57:00+00,00/18/2016 08:57:00,CLOUDY,47657,DRIVER,39,F,ASIAN OTHER,A,2011,INFINITI,G25 SEDAN,PASS,,JACINTO  AVE,PORT HAYWOOD WY,,N,CITATION,I,(I) DRIVER YIELD AT CROSSWALK FOR PEDESTRIAN,VC,21950(C),(I) DRIVER YIELD AT CROSSWALK FOR PEDESTRIAN,N,,,,,,N,I WAS PARKED ON PORT HAYWOOD THERE WAS A FEMALE CROSSING INSIDE X WALK S. SHE WAS IN THE CENTER JUST ABOUT TO ENTER EB LANE AND STOPPED TO AVOID BEING STRUCK BY THIS VEH. DRIVER ADMITTED TO NOT STOPPING AND SAID SHE DIDN'T SEE PED UNTIL IT WAS TOO LATE. I HAVE VIOLATION ON ICC. THERE WAS SUFFICIENT TIME FOR THE VEH TO HAVE STOPPED. THE PED DID NOT JUST WALK OUT INTO RD SHE WALKED TWO CHILDREN ACROSS THE STREET TO THE SCHOOL,,,,4D
10858,CS0039178,931,2016/12/02 23:05:00+00,00/02/2016 15:05:00,CLEAR,346213,DRIVER,32,M,WHITE,W,2011,TOYOTA,PRIUS,PASS,,UNIVERSITY AVE,CAMPUS COMMONS RD,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
10859,CS0044531,3011,2016/02/23 22:18:59+00,00/23/2016 14:19:00,CLEAR,53016,DRIVER,34,F,WHITE,W,2009,MERCURY,MARINER,TRCK,,RODEO WAY,M ST,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,LL
10860,CS0164861,530,2016/08/24 22:01:00+00,00/24/2016 15:01:00,,245792,DRIVER,69,F,WHITE,W,2010,HONDA,ACCORD,PASS,,BROADWAY,FREEPORT BLVD,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
10861,CS0074091,745,2016/07/26 01:57:00+00,00/25/2016 18:57:00,,215681,DRIVER,61,M,WHITE,W,,,NOT IN LIST,PASS,11TH,STREET,ALLEY,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE COLD HALF FULL BEER MICKEYS 24OZ MALT LIQUOR,N,,,,,,N,,,,,
10862,CS0152107,298,2016/12/27 22:53:00+00,00/27/2016 14:53:00,CLEAR,369645,DRIVER,93,M,WHITE,W,2002,TOYOTA,AVALON,PASS,,T ST,55TH ST,E,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),"(I)FAILURE TO STOP AT STOP SIGN
THRU STOP AT APPROX 10MPH",N,,,,,,N,,,WARNING ONLY,,4D
10863,CS0142578,886,2016/02/08 21:37:59+00,00/08/2016 13:38:00,CLEAR,37570,DRIVER,33,M,WHITE,W,1997,FORD,EXPLORER,PASS,,NORTHGATE BLVD,WEST EL CAMINO,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,15,,,,,N,,,,,4H
10864,CS0037026,762,2016/03/15 18:56:00+00,00/15/2016 11:56:00,CLEAR,74000,DRIVER,56,M,WHITE,W,2009,HONDA,ACCORD,PASS,,I 80 EB NORWOOD AVE NB OFF,NORWOOD AVE,E,Y,CITATION,I,(I) LIGHT BARS ON VEHICLE,VC,27606(A),(I) LIGHT BARS ON VEHICLE,N,85,65,,,,N,,,,,4D
10865,CS0142988,886,2016/07/08 17:23:59+00,00/08/2016 10:24:00,,198084,DRIVER,25,F,HISPANIC,W,2004,ACURA,TL,PASS,,SAN JUAN RD,NORTHGATE BLVD,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,25,,,,,N,,,,,4T
10866,CS0084121,455,2016/11/02 17:26:59+00,00/02/2016 10:27:00,CLOUDY,317179,DRIVER,21,F,UNKNOWN,U,2006,VOLKSWAGEN,JETTA,PASS,,FOLSOM BLVD,HORNET DR,W,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,,,,,,N,,,,,4D
10867,CS0142852,886,2016/05/26 00:56:00+00,00/25/2016 17:56:00,CLEAR,149633,DRIVER,28,F,ASIAN OTHER,A,2005,TOYOTA,COROLLA,PASS,,ARDEN WAY,HERITAGE LN,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,5,,,,,N,,,,,4T
10868,CS0136167,522,2016/11/23 23:23:00+00,00/23/2016 15:23:00,,338390,DRIVER,34,F,WHITE,W,2012,FORD,ESCAPE,PASS,,POWER INN RD,FOLSOM BLVD,,N,WARNING,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,,,,,,N,,,WARNING ONLY,,
10869,CS0073524,224,2016/01/19 22:31:00+00,00/19/2016 14:31:00,,18320,DRIVER,54,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,420,I STREET  #311,,,Y,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
10870,CS0051564,903,2016/09/23 16:38:59+00,00/23/2016 09:39:00,CLEAR,276308,DRIVER,63,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,X STREET,ALHAMBRA BLVD,,N,CITATION,I,(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,SCC,12.52.040(A),(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,N,,,,,,N,,,,,
10871,CS0165044,257,2016/05/18 15:49:59+00,00/18/2016 08:50:00,CLEAR,141758,DRIVER,39,F,WHITE,W,2009,NISSAN,CUBE,PASS,,BROADWAY,BOTTOMS ALLEY,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,4D
10872,CS0165085,257,2016/05/23 19:28:00+00,00/23/2016 12:28:00,CLEAR,147217,DRIVER,48,M,WHITE,W,2008,FORD,F-250 SUPER DUTY,PASS,,FOLSOM BLVD,HORNET DR,E,N,WARNING,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,WARNING ONLY,,
10873,CS0137022,3006,2016/01/02 20:45:59+00,00/02/2016 12:46:00,,1325,DRIVER,19,M,WHITE,W,1994,TOYOTA,CAMRY,PASS,,FRUITRIDGE,EMERSON,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
10874,CS0145672,454,2016/12/30 19:02:00+00,00/30/2016 11:02:00,CLEAR,372401,DRIVER,51,M,WHITE,W,,,NOT IN LIST,PASS,,18TH ST,W ST,,N,CITATION,I,(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,SCC,12.52.040(A),(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,N,,,,,,N,,,,,
10875,CS0142578,886,2016/02/08 21:37:59+00,00/08/2016 13:38:00,CLEAR,37570,DRIVER,33,M,WHITE,W,1997,FORD,EXPLORER,PASS,,NORTHGATE BLVD,WEST EL CAMINO,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,15,,,,,N,,,,,4H
10876,CS0142534,886,2016/02/01 18:49:00+00,00/01/2016 10:49:00,CLEAR,30396,DRIVER,66,F,WHITE,W,2002,JAGUAR,XF,PASS,,FOLSOM BLVD,HORNET DR,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,25,,,,,N,,,,,4T
10877,CS0001470,530,2016/04/19 16:12:00+00,00/19/2016 09:12:00,,110709,DRIVER,27,F,AFRICAN AMERICAN,B,2010,TOYOTA,CAMRY,PASS,,FRUITRIDGE RD,MARTIN LUTHER KING JR BLVD,N,N,WARNING,I,(I) UNLAWFUL LITTERING,PC,374.4(A),(I) UNLAWFUL LITTERING,N,,,,,,N,,,WARNING ONLY,,
10878,CS0167002,886,2016/07/08 21:03:00+00,00/08/2016 14:03:00,,198285,DRIVER,50,M,UNKNOWN,U,2002,CHEVROLET,AVALANCHE,PASS,,EXPOSITION BLVD,CHALLENGE WAY,E,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,10,,,,,N,,,,,4T
10879,CS0074124,745,2016/10/13 00:11:00+00,00/12/2016 17:11:00,,296176,DRIVER,54,M,WHITE,W,,,NOT IN LIST,PASS,1215,J STREET,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,IN LEFT FRNT POCKET,,,,
10880,CS0102151,660,2016/05/09 18:20:00+00,00/09/2016 11:20:00,CLEAR,132437,DRIVER,72,M,WHITE,W,2004,PONTIAC,GRAND PRIX,PASS,,FLORIN PERKINS,FOLSOM BLVD,N,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,,,,,,N,DRIVER SAID HE WAS READING HIS PHONE FOR DIRECTIONS AND GOT DISTRACTED PULLED OVER RR TRACKS AND MADE A R TURN ON RED WHICH YIU CAN'T DO,,,,4D
10881,CS0051547,903,2016/09/03 13:18:00+00,00/03/2016 06:18:00,CLEAR,256007,DRIVER,53,M,WHITE,W,,,NOT IN LIST,PASS,,256007,,,N,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
10882,CS0150510,922,2016/06/09 09:27:00+00,00/09/2016 02:27:00,CLEAR,165346,DRIVER,19,M,HISPANIC,W,1998,LEXUS,GS 300,PASS,7669,7669 24TH STREET,,S,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,4D
10883,CS0164584,530,2016/05/18 15:17:59+00,00/18/2016 08:18:00,,141729,DRIVER,38,F,WHITE,W,2005,TOYOTA,PRIUS,PASS,,PARK RIVIERA WAY,RIVERSIDE BLVD,E,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,WARNING ONLY,,
10884,CS0167531,380,2016/10/22 05:42:59+00,00/21/2016 22:43:00,,305758,DRIVER,21,F,HISPANIC,W,,,NOT IN LIST,PASS,2015,L ST,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
10885,CS0016727,804,2016/08/16 23:18:00+00,00/16/2016 16:18:00,,237872,DRIVER,33,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,555,CAPITOL MALL,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
