CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
1348957,767,2021/09/05 00:00:00+00,2023/02/01 03:09:00+00,2021/09/05 00:00:00+00,2023/02/01 03:09:00+00,,253051,Driver,32,F,WHITE,W,2008,AUDI,Q7,,,ORCHARD LN,W EL CAMINO AVE,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,8659
CS0115106,585,2021/09/05 00:00:00+00,2023/02/01 15:46:00+00,2021/09/05 00:00:00+00,2023/02/01 15:46:00+00,,253453,DRIVER,29,M,AFRICAN AMERICAN,B,2002,CHRYSLER,300,PASS,,OAKMONT,SANTIAGO,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),RELEASE PER 853,N,,,,,,N,,,,,4D,8660
CS0234101,407,2021/09/08 00:00:00+00,2023/02/01 06:53:00+00,2021/09/08 00:00:00+00,2023/02/01 06:53:00+00,,256135,DRIVER,21,M,WHITE,W,2014,VOLKSWAGEN,PASSAT,PASS,,POWER INN RD,21ST AVE,,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,65,45,LIDAR,HANDHELD,LH001157,N,,,,,,8661
1367938,780,2021/09/03 00:00:00+00,2023/02/01 15:54:00+00,2021/09/03 00:00:00+00,2023/02/01 15:54:00+00,,251360,Driver,34,M,AFRICAN AMERICAN,B,2015,MITSUBISHI,OUTLANDER,,3271,MARYSVILLE BLVD,,,N,CITATION,M,(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,PC,148(A)(1),,N,,,,,,N,,,,,,8662
CS0071057,273,2021/09/05 00:00:00+00,2023/02/01 22:59:00+00,2021/09/05 00:00:00+00,2023/02/01 22:59:00+00,,253829,DRIVER,29,M,WHITE,W,,,NOT IN LIST,PASS,2010,F ST,,,N,CITATION,M,(M) BATTERY CIVILIAN,PC,242,RELEASE PER 853.6,N,,,,,,N,,,,,,8663
CS0088146,926,2021/09/05 00:00:00+00,2023/02/01 09:46:00+00,2021/09/04 00:00:00+00,2023/02/01 19:27:00+00,CLEAR,252501,DRIVER,27,M,AFRICAN AMERICAN,B,2009,TOYOTA,CAMRY,PASS,,FLORIN RD,I-5 NB,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,50,40,,,,Y,,,Accident,,4D,8664
CS0088146,926,2021/09/05 00:00:00+00,2023/02/01 09:46:00+00,2021/09/04 00:00:00+00,2023/02/01 19:27:00+00,CLEAR,252501,DRIVER,27,M,AFRICAN AMERICAN,B,2009,TOYOTA,CAMRY,PASS,,FLORIN RD,I-5 NB,W,N,CITATION,I,(I) UNSAFE TURNING MOVEMENT,VC,22107,,N,50,40,,,,Y,,,Accident,,4D,8665
CS0115107,585,2021/09/05 00:00:00+00,2023/02/01 20:31:00+00,2021/09/05 00:00:00+00,2023/02/01 20:31:00+00,,253663,DRIVER,48,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,1405,GRAND AVE,,,N,CITATION,M,(M) VANDALISM -$400,PC,594(B)(2)(A),RELEASE PER 853,N,,,,,,N,,,Refusal,,,8666
CS0123049,474,2021/09/05 00:00:00+00,2023/02/01 17:10:00+00,2021/09/05 00:00:00+00,2023/02/01 17:10:00+00,,253505,DRIVER,52,M,HISPANIC,W,,,NOT IN LIST,PASS,4207,FREEPORT BLVD,,,Y,CITATION,M,(M) PETTY THEFT,PC,484(A),RELEASED PER 853.6 PC,N,,,,,,N,,,,,,8667
1367307,255,2021/09/06 00:00:00+00,2023/02/01 13:54:00+00,2021/09/06 00:00:00+00,2023/02/01 13:54:00+00,,254398,Driver,31,M,WHITE,W,2002,HONDA,CIVIC,,,EVERGREEN ST,CALVADOS AVE,,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,8668
CS0139067,382,2021/09/06 00:00:00+00,2023/02/01 00:03:00+00,2021/09/06 00:00:00+00,2023/02/01 00:03:00+00,CLEAR,232854,DRIVER,37,M,HISPANIC,W,1998,FORD,F150,PASS,,TAYLOR ST,SOUTH AVE,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,Y,,,Accident,,2T,8669
CS0011175,667,2021/09/06 00:00:00+00,2023/02/01 17:59:00+00,2021/09/06 00:00:00+00,2023/02/01 17:59:00+00,CLEAR,254628,DRIVER,42,M,AFRICAN AMERICAN,B,2005,ACURA,RSX,PASS,3453,RAMONA AVE,,,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),,N,,,,,,N,,,,,,8670
CS0011173,667,2021/09/06 00:00:00+00,2023/02/01 12:52:00+00,2021/09/06 00:00:00+00,2023/02/01 12:52:00+00,CLEAR,254358,DRIVER,21,M,AFRICAN AMERICAN,B,2004,VOLKSWAGEN,PASSAT,PASS,2920,RAMONA AVE,,,N,CITATION,I,(I) OBJECT OBSTRUCTING DRIVER'S VIEW,VC,26708(A)(2),FRONT TINTED WINDOWS,N,,,,,,N,,,Owner's Responsibility,,,8671
CS0109090,589,2021/09/06 00:00:00+00,2023/02/01 02:34:00+00,2021/09/06 00:00:00+00,2023/02/01 02:34:00+00,CLEAR,254012,DRIVER,26,M,HISPANIC,W,2004,SUBARU,IMPREZA WRX STI,PASS,,FLORIN RD,S LAND PARK DR,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,70,40,VISUAL EST,HANDHELD,,N,,,,,4D,8672
CS0109090,589,2021/09/06 00:00:00+00,2023/02/01 02:34:00+00,2021/09/06 00:00:00+00,2023/02/01 02:34:00+00,CLEAR,254012,DRIVER,26,M,HISPANIC,W,2004,SUBARU,IMPREZA WRX STI,PASS,,FLORIN RD,S LAND PARK DR,W,N,CITATION,M,(M) ILLEGAL SPEED CONTEST ON HWY,VC,23109(A),,N,70,40,VISUAL EST,HANDHELD,,N,,,,,4D,8673
1367307,255,2021/09/06 00:00:00+00,2023/02/01 13:54:00+00,2021/09/06 00:00:00+00,2023/02/01 13:54:00+00,,254398,Driver,31,M,WHITE,W,2002,HONDA,CIVIC,,,EVERGREEN ST,CALVADOS AVE,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,8674
CS0206057,955,2021/09/06 00:00:00+00,2023/02/01 01:34:00+00,2021/09/06 00:00:00+00,2023/02/01 01:34:00+00,,253939,DRIVER,29,M,HISPANIC,W,,,,PASS,135,NEASHAM CIR,,,N,Citation,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),,N,,,,,,N,NO SIGN FOR COVID PRECAUTIONS ,,Refusal,,,8675
CS0011174,667,2021/09/06 00:00:00+00,2023/02/01 17:59:00+00,2021/09/06 00:00:00+00,2023/02/01 17:59:00+00,CLEAR,254628,DRIVER,42,M,AFRICAN AMERICAN,B,2005,ACURA,RSX,PASS,3453,RAMONA AVE,,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,8676
CS0230592,530,2021/09/03 00:00:00+00,2023/02/01 09:27:00+00,2021/09/03 00:00:00+00,2023/02/01 09:27:00+00,,250989,DRIVER,36,M,AFRICAN AMERICAN,B,2013,HYUNDAI,,PASS,,W EL CAMINO AVE,I 5 SB,E,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,8677
1361353,834,2021/09/03 00:00:00+00,2023/02/01 18:27:00+00,2021/09/03 00:00:00+00,2023/02/01 18:27:00+00,,251455,Driver,27,M,WHITE,W,2012,SCION,,,,FLORIN RD,29TH ST,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,8678
CS0027047,214,2021/09/03 00:00:00+00,2023/02/01 13:41:00+00,2021/09/03 00:00:00+00,2023/02/01 13:41:00+00,,251156,DRIVER,60,M,WHITE,W,,,NOT IN LIST,,5874,S LAND PARK DR,,,Y,CITATION,M,(M) DRUNK IN PUBLIC,PC,647(F),,N,,,,,,N,,,,,,8679
CS0234093,407,2021/09/03 00:00:00+00,2023/02/01 10:13:00+00,2021/09/03 00:00:00+00,2023/02/01 10:13:00+00,,251030,DRIVER,39,M,HISPANIC,W,2012,FORD,F-250 SUPER DUTY,PASS,,FRUITRIDGE RD,STOCKTON BLVD,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,8680
CS0234096,407,2021/09/03 00:00:00+00,2023/02/01 10:45:00+00,2021/09/03 00:00:00+00,2023/02/01 10:45:00+00,,251066,DRIVER,42,M,HISPANIC,W,2012,TOYOTA,COROLLA,PASS,,48TH ST,T ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,8681
CS0233581,270,2021/09/03 00:00:00+00,2023/02/01 10:21:00+00,2021/09/03 00:00:00+00,2023/02/01 10:21:00+00,,251050,DRIVER,27,F,WHITE,W,2018,HONDA,NOT IN LIST,PASS,,FAIR OAKS BLVD,CAMPUS COMMONS RD,E,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,WARNING ONLY,,,8682
CS0230593,530,2021/09/03 00:00:00+00,2023/02/01 09:56:00+00,2021/09/03 00:00:00+00,2023/02/01 09:56:00+00,,251019,DRIVER,21,M,MIXED RACE,U,2021,TESLA,,PASS,,AZEVEDO DR,PEBBLEWOOD DR,S,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,8683
CS0230594,530,2021/09/03 00:00:00+00,2023/02/01 10:10:00+00,2021/09/03 00:00:00+00,2023/02/01 10:10:00+00,,251028,DRIVER,46,F,HISPANIC,W,2003,DODGE,,PASS,,SAN JUAN RD,NORTHGATE BLVD,E,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,8684
1361351,834,2021/09/03 00:00:00+00,2023/02/01 16:56:00+00,2021/09/03 00:00:00+00,2023/02/01 16:56:00+00,,251419,Driver,27,M,AFRICAN AMERICAN,B,2017,NISSAN,ALTIMA,,7591,24TH ST,,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,8685
1361353,834,2021/09/03 00:00:00+00,2023/02/01 18:27:00+00,2021/09/03 00:00:00+00,2023/02/01 18:27:00+00,,251455,Driver,27,M,WHITE,W,2012,SCION,,,,FLORIN RD,29TH ST,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,8686
CS0224528,916,2021/09/03 00:00:00+00,2023/02/01 15:14:00+00,2021/09/03 00:00:00+00,2023/02/01 15:14:00+00,,251307,DRIVER,49,F,AFRICAN AMERICAN,B,2019,JEEP,CHEROKEE,PASS,2300,AUBURN BLVD,,,Y,Citation,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,,N,,,,,,N,,,,,4T,8687
1361352,834,2021/09/03 00:00:00+00,2023/02/01 22:40:00+00,2021/09/03 00:00:00+00,2023/02/01 22:40:00+00,,251776,Driver,38,M,WHITE,W,2011,SUBARU,OUTBACK,,,SB99,,,N,CITATION,I,(I) UNSAFE TURNING MOVEMENT,VC,22107,,N,,,,,,N,,,,,,8688
CS0233582,270,2021/09/03 00:00:00+00,2023/02/01 10:32:00+00,2021/09/03 00:00:00+00,2023/02/01 10:32:00+00,,251063,DRIVER,44,M,WHITE,W,2013,VOLKSWAGEN,NOT IN LIST,PASS,,FOLSOM BLVD,HORNET DR,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,8689
CS0230592,530,2021/09/03 00:00:00+00,2023/02/01 09:27:00+00,2021/09/03 00:00:00+00,2023/02/01 09:27:00+00,,250989,DRIVER,36,M,AFRICAN AMERICAN,B,2013,HYUNDAI,,PASS,,W EL CAMINO AVE,I 5 SB,E,N,Citation,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),,N,,,,,,N,,,,,,8690
CS0234097,407,2021/09/03 00:00:00+00,2023/02/01 11:20:00+00,2021/09/03 00:00:00+00,2023/02/01 11:20:00+00,,251115,DRIVER,23,F,HISPANIC,W,2017,HONDA,FIT,PASS,,65TH ST,S ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,8691
CS0230594,530,2021/09/03 00:00:00+00,2023/02/01 10:10:00+00,2021/09/03 00:00:00+00,2023/02/01 10:10:00+00,,251028,DRIVER,46,F,HISPANIC,W,2003,DODGE,,PASS,,SAN JUAN RD,NORTHGATE BLVD,E,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,8692
1361353,834,2021/09/03 00:00:00+00,2023/02/01 18:27:00+00,2021/09/03 00:00:00+00,2023/02/01 18:27:00+00,,251455,Driver,27,M,WHITE,W,2012,SCION,,,,FLORIN RD,29TH ST,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,8693
CS0233583,270,2021/09/03 00:00:00+00,2023/02/01 10:55:00+00,2021/09/03 00:00:00+00,2023/02/01 10:55:00+00,,251080,DRIVER,83,M,AFRICAN AMERICAN,B,2011,BUICK,,PASS,,FOLSOM BLVD,65TH ST,N,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,WARNING ONLY,,,8694
CS0234093,407,2021/09/03 00:00:00+00,2023/02/01 10:13:00+00,2021/09/03 00:00:00+00,2023/02/01 10:13:00+00,,251030,DRIVER,39,M,HISPANIC,W,2012,FORD,F-250 SUPER DUTY,PASS,,FRUITRIDGE RD,STOCKTON BLVD,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,8695
1361353,834,2021/09/03 00:00:00+00,2023/02/01 18:27:00+00,2021/09/03 00:00:00+00,2023/02/01 18:27:00+00,,251455,Driver,27,M,WHITE,W,2012,SCION,,,,FLORIN RD,29TH ST,,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,,,,,,N,,,,,,8696
CS0234091,407,2021/09/03 00:00:00+00,2023/02/01 08:48:00+00,2021/09/03 00:00:00+00,2023/02/01 08:48:00+00,,250950,DRIVER,39,F,HISPANIC,W,2013,NISSAN,ALTIMA,PASS,,POWER INN RD,14TH AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,8697
1367938,780,2021/09/03 00:00:00+00,2023/02/01 15:54:00+00,2021/09/03 00:00:00+00,2023/02/01 15:54:00+00,,251360,Driver,34,M,AFRICAN AMERICAN,B,2015,MITSUBISHI,OUTLANDER,,3271,MARYSVILLE BLVD,,,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),,N,,,,,,N,,,,,,8698
CS0234092,407,2021/09/03 00:00:00+00,2023/02/01 09:10:00+00,2021/09/03 00:00:00+00,2023/02/01 09:10:00+00,,250965,DRIVER,17,M,HISPANIC,W,2009,INFINITI,G37,PASS,,POWER INN RD,FOLSOM BLVD,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,8699
CS0230595,530,2021/09/03 00:00:00+00,2023/02/01 10:35:00+00,2021/09/03 00:00:00+00,2023/02/01 10:35:00+00,,251055,DRIVER,63,M,WHITE,W,1995,LINCOLN,,PASS,,12TH ST,E AT,S,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,8700
1361352,834,2021/09/03 00:00:00+00,2023/02/01 22:40:00+00,2021/09/03 00:00:00+00,2023/02/01 22:40:00+00,,251776,Driver,38,M,WHITE,W,2011,SUBARU,OUTBACK,,,SB99,,,N,CITATION,I,(I) FOLLOWING TOO CLOSE,VC,21703,,N,,,,,,N,,,,,,8701
CS0233580,270,2021/09/03 00:00:00+00,2023/02/01 10:18:00+00,2021/09/03 00:00:00+00,2023/02/01 10:18:00+00,,251040,DRIVER,38,F,UNKNOWN,U,2020,VOLVO,,PASS,,FOLSOM BLVD,65TH ST,N,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,8702
CS0230594,530,2021/09/03 00:00:00+00,2023/02/01 10:10:00+00,2021/09/03 00:00:00+00,2023/02/01 10:10:00+00,,251028,DRIVER,46,F,HISPANIC,W,2003,DODGE,,PASS,,SAN JUAN RD,NORTHGATE BLVD,E,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,8703
CS0010533,346,2021/09/03 00:00:00+00,2023/02/01 19:38:00+00,2021/09/03 00:00:00+00,2023/02/01 19:38:00+00,CLEAR,251576,DRIVER,18,M,HISPANIC,W,2015,NISSAN,370Z,PASS,,RICHARDS BLVD,BERCUT,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,8704
CS0230603,530,2021/09/04 00:00:00+00,2023/02/01 08:00:00+00,2021/09/04 00:00:00+00,2023/02/01 08:00:00+00,,252060,DRIVER,48,M,AFRICAN AMERICAN,B,1997,CHEVROLET,NOT IN LIST,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,55,35,LIDAR,HANDHELD,,N,,,,,,8705
CS0151053,305,2021/09/04 00:00:00+00,2023/02/01 15:20:00+00,2021/09/04 00:00:00+00,2023/02/01 15:20:00+00,,252367,DRIVER,30,M,HISPANIC,W,,,NOT IN LIST,PASS,2115,6TH STREET,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,Refusal,,,8706
CS0213194,3008,2021/09/04 00:00:00+00,2023/02/01 08:24:00+00,2021/09/04 00:00:00+00,2023/02/01 08:23:00+00,,252080,DRIVER,45,M,WHITE,W,2020,TOYOTA,TACOMA,PASS,,EL CAMINO AVE,CLAY ST,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,35,LIDAR,HANDHELD,,N,,,,,,8707
CS0230604,530,2021/09/04 00:00:00+00,2023/02/01 08:28:00+00,2021/09/04 00:00:00+00,2023/02/01 08:28:00+00,,252082,DRIVER,26,M,ASIAN OTHER,A,2007,TOYOTA,,PASS,,CLAY ST,EL CAMINO AVE ,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,55,35,LIDAR,HANDHELD,,N,,,,,,8708
CS0230599,530,2021/09/04 00:00:00+00,2023/02/01 07:17:00+00,2021/09/04 00:00:00+00,2023/02/01 07:17:00+00,,252033,DRIVER,42,M,HISPANIC,W,1997,TOYOTA,,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,35,LIDAR,HANDHELD,,N,,,,,,8709
CS0230603,530,2021/09/04 00:00:00+00,2023/02/01 08:00:00+00,2021/09/04 00:00:00+00,2023/02/01 08:00:00+00,,252060,DRIVER,48,M,AFRICAN AMERICAN,B,1997,CHEVROLET,NOT IN LIST,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,55,35,LIDAR,HANDHELD,,N,,,,,,8710
CS0211648,511,2021/09/04 00:00:00+00,2023/02/01 14:27:00+00,2021/09/04 00:00:00+00,2023/02/01 14:27:00+00,,252345,DRIVER,49,M,HISPANIC,W,,,,PASS,,IMPROV ALLEY,12TH AT,,Y,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,8711
CS0230604,530,2021/09/04 00:00:00+00,2023/02/01 08:28:00+00,2021/09/04 00:00:00+00,2023/02/01 08:28:00+00,,252082,DRIVER,26,M,ASIAN OTHER,A,2007,TOYOTA,,PASS,,CLAY ST,EL CAMINO AVE ,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,55,35,LIDAR,HANDHELD,,N,,,,,,8712
CS0230602,530,2021/09/04 00:00:00+00,2023/02/01 07:53:00+00,2021/09/04 00:00:00+00,2023/02/01 07:53:00+00,,252056,DRIVER,19,F,HISPANIC,W,2021,NISSAN,,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,35,LIDAR,HANDHELD,,N,,,,,,8713
CS0230600,530,2021/09/04 00:00:00+00,2023/02/01 07:36:00+00,2021/09/04 00:00:00+00,2023/02/01 07:36:00+00,,252042,DRIVER,57,M,WHITE,W,1997,ACURA,,PASS,,DEL PASO BLVD,BOXWOOD ST,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,8714
CS0230599,530,2021/09/04 00:00:00+00,2023/02/01 07:17:00+00,2021/09/04 00:00:00+00,2023/02/01 07:17:00+00,,252033,DRIVER,42,M,HISPANIC,W,1997,TOYOTA,,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,55,35,LIDAR,HANDHELD,,N,,,,,,8715
CS0230604,530,2021/09/04 00:00:00+00,2023/02/01 08:28:00+00,2021/09/04 00:00:00+00,2023/02/01 08:28:00+00,,252082,DRIVER,26,M,ASIAN OTHER,A,2007,TOYOTA,,PASS,,CLAY ST,EL CAMINO AVE ,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,35,LIDAR,HANDHELD,,N,,,,,,8716
CS0211647,511,2021/09/04 00:00:00+00,2023/02/01 14:08:00+00,2021/09/04 00:00:00+00,2023/02/01 14:08:00+00,,252330,DRIVER,64,M,WHITE,W,,,,PASS,910,I ST,,,N,WARNING,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),,N,,,,,,N,,,,,,8717
CS0088145,926,2021/09/04 00:00:00+00,2023/02/01 15:30:00+00,2021/09/04 00:00:00+00,2023/02/01 15:30:00+00,,252392,DRIVER,20,M,HISPANIC,W,2005,FORD,MUSTANG,PASS,,FRUITRIDGE RD,CARMELA WAY,W,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,2D,8718
CS0199835,268,2021/09/08 00:00:00+00,2023/02/01 20:22:00+00,2021/09/08 00:00:00+00,2023/02/01 20:22:00+00,,256963,DRIVER,22,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,2825,CAPITOL AVE,,,Y,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),,N,,,,,,N,,,,,,8719
CS0139070,382,2021/09/12 00:00:00+00,2023/02/01 21:42:00+00,2021/09/12 00:00:00+00,2023/02/01 21:42:00+00,,261390,DRIVER,19,M,HISPANIC,W,1997,MAZDA,MX5,PASS,,W STOCKTON BLVD,SHELDON RD,E,N,CITATION,I,(I) READING/RECOGNITION OF LICENSE PLATE OBSTRUCTED/IMPAIRED,VC,5201(C),,N,,,,,,N,,,,,2D,8720
CS0109093,589,2021/09/12 00:00:00+00,2023/02/01 07:56:00+00,2021/09/12 00:00:00+00,2023/02/01 07:56:00+00,CLEAR,260684,DRIVER,55,F,WHITE,W,,,NOT IN LIST,PASS,1148,MARKHAM WAY,,,N,CITATION,M,(M) PETTY THEFT,PC,484(A),,N,,,,,,N,,,,,,8721
CS0123050,474,2021/09/12 00:00:00+00,2023/02/01 22:01:00+00,2021/09/12 00:00:00+00,2023/02/01 22:01:00+00,,261383,DRIVER,34,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,4050,FLORIN RD,,,Y,CITATION,M,(M) PETTY THEFT,PC,484(A),RELEASED PER 853.6 PC,N,,,,,,N,,,,,,8722
1366983,513,2021/09/12 00:00:00+00,2023/02/01 01:55:00+00,2021/09/12 00:00:00+00,2023/02/01 01:55:00+00,,260578,Driver,30,M,AFRICAN AMERICAN,B,1991,LEXS,400LS,,,OAKMONT ST,CALUASES AVE,,N,CITATION,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(A),,N,,,,,,N,,,,,,8723
CS0139068,382,2021/09/12 00:00:00+00,2023/02/01 20:42:00+00,2021/09/12 00:00:00+00,2023/02/01 20:42:00+00,,261311,DRIVER,26,M,HISPANIC,W,2015,DODGE,CHALLENGER,PASS,,LEWIS STEIN RD,SHELDON RD,E,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,2D,8724
CS0139072,382,2021/09/12 00:00:00+00,2023/02/01 22:33:00+00,2021/09/12 00:00:00+00,2023/02/01 22:33:00+00,,261443,DRIVER,23,M,AFRICAN AMERICAN,B,2006,HONDA,ACCORD,PASS,,HWY 99 NORTH,SHELDON RD,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,4D,8725
CS0084559,335,2021/09/12 00:00:00+00,2023/02/01 15:32:00+00,2021/09/12 00:00:00+00,2023/02/01 15:32:00+00,CLEAR,251292,DRIVER,35,M,HISPANIC,W,2005,DODGE,RAM PICKUP 1500,PASS,,FLORIN PERKINS ROAD,YOUNGER CREEK DRIVE,S,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),UNLICENSED OPERATOR,N,,,,,,Y,,,Accident,,,8726
1346334,388,2021/09/12 00:00:00+00,2023/02/01 02:58:00+00,2021/09/12 00:00:00+00,2023/02/01 02:58:00+00,CLEAR,260610,Driver,36,M,WHITE,W,2005,MERCEDES-BENZ,,PASS,,GATEWAY OAKS ,WEALD WAY,,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,"971, SLEEPING IN CAR",,,,4D,8727
1360246,8171,2021/09/12 00:00:00+00,2023/02/01 20:09:00+00,2021/09/12 00:00:00+00,2023/02/01 20:09:00+00,,261284,Driver,28,M,UNKNOWN,A,1999,CHEVROLET,CORVETTE,,,1121 EDMONTON DR,,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,8728
CS0139072,382,2021/09/12 00:00:00+00,2023/02/01 22:33:00+00,2021/09/12 00:00:00+00,2023/02/01 22:33:00+00,,261443,DRIVER,23,M,AFRICAN AMERICAN,B,2006,HONDA,ACCORD,PASS,,HWY 99 NORTH,SHELDON RD,E,N,CITATION,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,,N,,,,,,N,,,,,4D,8729
