CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0335516,919,2022/12/02 00:00:00+00,2023/02/01 18:25:00+00,2022/12/02 00:00:00+00,2023/02/01 18:25:00+00,,336225,DRIVER,31,M,AFRICAN AMERICAN,B,,,,PASS,3291,TRUXEL RD #22,,,N,Citation,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,13482
CS0338504,559,2022/12/02 00:00:00+00,2023/02/01 23:01:00+00,2022/12/02 00:00:00+00,2023/02/01 22:53:00+00,CLOUDY,336448,DRIVER,20,M,HISPANIC,W,2023,GMC,YUKON DENALI,TRCK,,19TH ST,L ST,,N,Citation,I,(I) POSSESS ALCOHOL-PROHIBITED AREA,BP,25620(A),,N,,,,,,N,,,,,PK,13483
CS0351515,794,2022/12/02 00:00:00+00,2023/02/01 17:20:00+00,2022/12/02 00:00:00+00,2023/02/01 17:20:00+00,CLEAR,336194,DRIVER,26,M,ASIAN OTHER,A,2020,DODGE,CHARGER,PASS,,FRUITRUDGE RD,GILGUNN WAY,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,40,PACED,HANDHELD,,N,,,,,4D,13484
CS0359399,946,2022/12/02 00:00:00+00,2023/02/01 09:30:00+00,2022/12/02 00:00:00+00,2023/02/01 09:30:00+00,FOG,335733,DRIVER,50,M,HISPANIC,W,2017,LEXUS,RX 450HL,PASS,,INTERSTATE 5,SUTTERVILLE RD,S,N,Citation,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,83,65,PACED,HANDHELD,,N,,,,,,13485
CS0359400,946,2022/12/02 00:00:00+00,2023/02/01 09:53:00+00,2022/12/02 00:00:00+00,2023/02/01 09:53:00+00,FOG,335757,DRIVER,50,F,EAST INDIAN,W,2005,TOYOTA,TUNDRA,PASS,,FLORIN RD,FREEPORT BLVD,E,N,Citation,I,(I) VEHICLE IN BIKE LANE,VC,21209(A),,N,,,,,,N,,,,,,13486
CS0231009,256,2022/12/03 00:00:00+00,2023/02/01 10:03:00+00,2022/12/03 00:00:00+00,2023/02/01 10:03:00+00,,336688,DRIVER,35,F,WHITE,W,2006,PONTIAC,G6,PASS,3780,PELL CIR,,,N,Citation,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,CV,13487
CS0359401,946,2022/12/02 00:00:00+00,2023/02/01 10:01:00+00,2022/12/02 00:00:00+00,2023/02/01 10:01:00+00,CLEAR,335765,DRIVER,22,F,AFRICAN AMERICAN,B,2003,TOYOTA,COROLLA,PASS,,FREEPORT BLVD,MEADOWVIEW RD,S,N,Citation,I,(I) MAXIMUM SPEED - OVER 55 LIMIT,VC,22349(B),,N,65,50,PACED,HANDHELD,,N,,,,,,13488
CS0359401,946,2022/12/02 00:00:00+00,2023/02/01 10:01:00+00,2022/12/02 00:00:00+00,2023/02/01 10:01:00+00,CLEAR,335765,DRIVER,22,F,AFRICAN AMERICAN,B,2003,TOYOTA,COROLLA,PASS,,FREEPORT BLVD,MEADOWVIEW RD,S,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,65,50,PACED,HANDHELD,,N,,,,,,13489
CS0359402,946,2022/12/02 00:00:00+00,2023/02/01 11:19:00+00,2022/12/02 00:00:00+00,2023/02/01 11:19:00+00,CLEAR,335838,DRIVER,57,M,WHITE,W,2011,MINI,COOPER,PASS,,BROADWAY,17TH ST,E,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,25,VISUAL EST,HANDHELD,,N,,,,,,13490
CS0359402,946,2022/12/02 00:00:00+00,2023/02/01 11:19:00+00,2022/12/02 00:00:00+00,2023/02/01 11:19:00+00,CLEAR,335838,DRIVER,57,M,WHITE,W,2011,MINI,COOPER,PASS,,BROADWAY,17TH ST,E,N,WARNING,I,(I) SIGNAL BEFORE TURN/CHANGE LANE,VC,22108,,N,50,25,VISUAL EST,HANDHELD,,N,,,,,,13491
CS0365801,655,2022/12/02 00:00:00+00,2023/02/01 08:34:00+00,2022/12/02 00:00:00+00,2023/02/01 08:34:00+00,,335669,DRIVER,28,F,HISPANIC,W,2000,TOYOTA,,PASS,4700,VALLEY HI,,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13492
CS0365801,655,2022/12/02 00:00:00+00,2023/02/01 08:34:00+00,2022/12/02 00:00:00+00,2023/02/01 08:34:00+00,,335669,DRIVER,28,F,HISPANIC,W,2000,TOYOTA,,PASS,4700,VALLEY HI,,,N,Citation,I,(I) DRIVE WHILE IN POSSESSION OF LESS THAN 1 OZ OF MARIJUANA,VC,23222(B)(1),,N,,,,,,N,,,,,,13493
CS0365802,655,2022/12/02 00:00:00+00,2023/02/01 09:52:00+00,2022/12/02 00:00:00+00,2023/02/01 09:52:00+00,,335752,DRIVER,32,M,WHITE,W,2002,TOYOTA,,PASS,,CENTER PKWY,MACK,,N,Citation,I,(I) STOP LAMP REQUIREMENTS/SPECS,VC,24603(G),,N,,,,,,N,,,,,,13494
CS0365803,655,2022/12/02 00:00:00+00,2023/02/01 10:19:00+00,2022/12/02 00:00:00+00,2023/02/01 10:19:00+00,,335788,DRIVER,41,M,AFRICAN AMERICAN,B,2007,LINCOLN,,PASS,,VALLEY HI,HAL KEEP ,,N,Citation,I,(I)COVERING NOT TO BE USED ON LICENSE PLATE,VC,5201(B),,N,,,,,,N,,,,,,13495
CS0365804,655,2022/12/02 00:00:00+00,2023/02/01 10:37:00+00,2022/12/02 00:00:00+00,2023/02/01 10:37:00+00,,335805,DRIVER,34,M,WHITE,W,1995,GMC,,PASS,4400,FLORIN,,,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,WARNING ONLY,,,13496
CS0384006,255,2022/12/02 00:00:00+00,2023/02/01 01:34:00+00,2022/12/02 00:00:00+00,2023/02/01 01:34:00+00,,335535,DRIVER,29,M,AFRICAN AMERICAN,B,2022,NISSAN,SENTRA,PASS,,84 EL CAMINO AVE,,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,4D,13497
CS0384007,807,2022/12/02 00:00:00+00,2023/02/01 02:31:00+00,2022/12/02 00:00:00+00,2023/02/01 02:31:00+00,,335555,DRIVER,37,M,WHITE,W,2005,TOYOTA,PRIUS,PASS,3970,PELL CIR,,,N,Citation,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,4D,13498
CS0396045,834,2022/12/02 00:00:00+00,2023/02/01 01:03:00+00,2022/12/02 00:00:00+00,2023/02/01 01:03:00+00,CLEAR,335526,DRIVER,27,F,AFRICAN AMERICAN,B,2015,CHRYSLER,200,PASS,,19TH STREE,BROADWAY,S,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,30,,,,N,,,,,4D,13499
CS0396045,834,2022/12/02 00:00:00+00,2023/02/01 01:03:00+00,2022/12/02 00:00:00+00,2023/02/01 01:03:00+00,CLEAR,335526,DRIVER,27,F,AFRICAN AMERICAN,B,2015,CHRYSLER,200,PASS,,19TH STREE,BROADWAY,S,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,30,,,,N,,,,,4D,13500
CS0396045,834,2022/12/02 00:00:00+00,2023/02/01 01:03:00+00,2022/12/02 00:00:00+00,2023/02/01 01:03:00+00,CLEAR,335526,DRIVER,27,F,AFRICAN AMERICAN,B,2015,CHRYSLER,200,PASS,,19TH STREE,BROADWAY,S,N,Citation,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,,30,,,,N,,,,,4D,13501
CS0396045,834,2022/12/02 00:00:00+00,2023/02/01 01:03:00+00,2022/12/02 00:00:00+00,2023/02/01 01:03:00+00,CLEAR,335526,DRIVER,27,F,AFRICAN AMERICAN,B,2015,CHRYSLER,200,PASS,,19TH STREE,BROADWAY,S,N,Citation,I,(I) POSS OPEN CONT WHILE DRIVING,VC,23222(A),,N,,30,,,,N,,,,,4D,13502
CS0405294,407,2022/12/02 00:00:00+00,2023/02/01 08:11:00+00,2022/12/02 00:00:00+00,2023/02/01 08:11:00+00,,335652,DRIVER,37,M,ASIAN OTHER,A,2008,TOYOTA,TUNDRA,PASS,,CALVINE RD,CENTER PKWY,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,13503
CS0405294,407,2022/12/02 00:00:00+00,2023/02/01 08:11:00+00,2022/12/02 00:00:00+00,2023/02/01 08:11:00+00,,335652,DRIVER,37,M,ASIAN OTHER,A,2008,TOYOTA,TUNDRA,PASS,,CALVINE RD,CENTER PKWY,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,13504
CS0405295,407,2022/12/02 00:00:00+00,2023/02/01 08:21:00+00,2022/12/02 00:00:00+00,2023/02/01 08:21:00+00,,335663,DRIVER,20,F,HISPANIC,W,2019,JEEP,,PASS,,CALVINE RD,HERMITAGE WAY,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,13505
CS0405295,407,2022/12/02 00:00:00+00,2023/02/01 08:21:00+00,2022/12/02 00:00:00+00,2023/02/01 08:21:00+00,,335663,DRIVER,20,F,HISPANIC,W,2019,JEEP,,PASS,,CALVINE RD,HERMITAGE WAY,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,13506
CS0405295,407,2022/12/02 00:00:00+00,2023/02/01 08:21:00+00,2022/12/02 00:00:00+00,2023/02/01 08:21:00+00,,335663,DRIVER,20,F,HISPANIC,W,2019,JEEP,,PASS,,CALVINE RD,HERMITAGE WAY,,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,,,,,,N,,,,,,13507
CS0405296,407,2022/12/02 00:00:00+00,2023/02/01 08:50:00+00,2022/12/02 00:00:00+00,2023/02/01 08:50:00+00,,335677,DRIVER,31,M,HISPANIC,W,2007,FORD,F-150,PASS,,CALVINE RD,SUNNYBRAE DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,13508
CS0405296,407,2022/12/02 00:00:00+00,2023/02/01 08:50:00+00,2022/12/02 00:00:00+00,2023/02/01 08:50:00+00,,335677,DRIVER,31,M,HISPANIC,W,2007,FORD,F-150,PASS,,CALVINE RD,SUNNYBRAE DR,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13509
CS0405296,407,2022/12/02 00:00:00+00,2023/02/01 08:50:00+00,2022/12/02 00:00:00+00,2023/02/01 08:50:00+00,,335677,DRIVER,31,M,HISPANIC,W,2007,FORD,F-150,PASS,,CALVINE RD,SUNNYBRAE DR,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,13510
CS0231009,256,2022/12/03 00:00:00+00,2023/02/01 10:03:00+00,2022/12/03 00:00:00+00,2023/02/01 10:03:00+00,,336688,DRIVER,35,F,WHITE,W,2006,PONTIAC,G6,PASS,3780,PELL CIR,,,N,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,CV,13511
CS0279072,589,2022/12/03 00:00:00+00,2023/02/01 13:59:00+00,2022/12/03 00:00:00+00,2023/02/01 13:59:00+00,,336789,DRIVER,32,M,AFRICAN AMERICAN,B,,,,PASS,5700,FREEPORT BLVD,,,N,Citation,M,(M) WILLFUL CRUELTY TO CHILD,PC,273A(B),,N,,,,,,N,,,,,,13512
CS0359403,946,2022/12/03 00:00:00+00,2023/02/01 22:38:00+00,2022/12/03 00:00:00+00,2023/02/01 22:38:00+00,,337216,DRIVER,33,M,ASIAN OTHER,A,2011,TOYOTA,RAV4,PASS,,BROADWAY,18TH ST,,N,Citation,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,,,,,,N,,,,,4D,13513
CS0359403,946,2022/12/03 00:00:00+00,2023/02/01 22:38:00+00,2022/12/03 00:00:00+00,2023/02/01 22:38:00+00,,337216,DRIVER,33,M,ASIAN OTHER,A,2011,TOYOTA,RAV4,PASS,,BROADWAY,18TH ST,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,4D,13514
CS0396046,834,2022/12/03 00:00:00+00,2023/02/01 01:02:00+00,2022/12/03 00:00:00+00,2023/02/01 01:02:00+00,CLEAR,336520,DRIVER,37,M,AFRICAN AMERICAN,B,,,,PASS,,K STREET,11TH STREET,S,N,CITATION,M,(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,PC,148(A)(1),,N,,,,,,N,,,Refusal,,,13515
CS0365807,655,2022/12/06 00:00:00+00,2023/02/01 10:59:00+00,2022/12/06 00:00:00+00,2023/02/01 10:59:00+00,,339293,DRIVER,20,M,WHITE,W,2007,CHEVROLET,,PASS,,VIRGIL,WEST EL CAMINO,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13516
CS0396046,834,2022/12/03 00:00:00+00,2023/02/01 01:02:00+00,2022/12/03 00:00:00+00,2023/02/01 01:02:00+00,CLEAR,336520,DRIVER,37,M,AFRICAN AMERICAN,B,,,,PASS,,K STREET,11TH STREET,S,N,CITATION,I,(I) URINATE/DEFECATE IN PUBLIC,SCC,9.04.070,,N,,,,,,N,,,Refusal,,,13517
CS0192083,656,2022/11/30 00:00:00+00,2023/02/01 10:02:00+00,2022/06/07 00:00:00+00,2023/02/01 09:23:00+00,,158059,DRIVER,36,M,AFRICAN AMERICAN,B,2016,MERCEDES-BENZ,C-CLASS,PASS,,I ST,9TH ST,W,N,CITATION,M,(M) HIT AND RUN - PROPERTY DAMAGE,VC,20002(A),,N,,,,,,Y,,,Accident,,,13518
CS0365807,655,2022/12/06 00:00:00+00,2023/02/01 10:59:00+00,2022/12/06 00:00:00+00,2023/02/01 10:59:00+00,,339293,DRIVER,20,M,WHITE,W,2007,CHEVROLET,,PASS,,VIRGIL,WEST EL CAMINO,,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,13519
CS0205214,455,2022/11/30 00:00:00+00,2023/02/01 11:05:00+00,2022/11/30 00:00:00+00,2023/02/01 11:05:00+00,,334001,DRIVER,60,M,AFRICAN AMERICAN,B,,,,PASS,910,I ST,,,N,Citation,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),,N,,,,,,N,,,,,,13520
CS0365808,655,2022/12/06 00:00:00+00,2023/02/01 11:20:00+00,2022/12/06 00:00:00+00,2023/02/01 11:20:00+00,,339313,DRIVER,30,M,AFRICAN AMERICAN,B,2019,HYUNDAI,,PASS,,MORELL,WEST EL CAMINO,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13521
CS0206120,955,2022/11/30 00:00:00+00,2023/02/01 11:14:00+00,2022/11/30 00:00:00+00,2023/02/01 11:14:00+00,,334012,DRIVER,65,M,WHITE,W,,,,PASS,910,I ST,,,N,Citation,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),,N,,,,,,N,,,,,,13522
CS0365809,655,2022/12/06 00:00:00+00,2023/02/01 11:35:00+00,2022/12/06 00:00:00+00,2023/02/01 11:35:00+00,,339343,DRIVER,36,F,AFRICAN AMERICAN,B,2010,KIA,NOT IN LIST,PASS,4300,NORTHGATE,,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,Owner's Responsibility,,,13523
CS0211332,665,2022/11/30 00:00:00+00,2023/02/01 07:08:00+00,2022/11/30 00:00:00+00,2023/02/01 07:08:00+00,,333783,DRIVER,23,M,HISPANIC,W,2006,DODGE,,PASS,,POWER INN RD,14TH AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,13524
CS0368106,897,2022/12/06 00:00:00+00,2023/02/01 19:54:00+00,2022/12/06 00:00:00+00,2023/02/01 19:54:00+00,,339747,DRIVER,39,M,WHITE,W,1997,TOYOTA,CAMRY,PASS,3671,N FREEWAY,,,Y,Citation,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,4D,13525
CS0211333,665,2022/11/30 00:00:00+00,2023/02/01 07:27:00+00,2022/11/30 00:00:00+00,2023/02/01 07:27:00+00,CLEAR,335614,DRIVER,26,M,HISPANIC,W,1998,CHEVROLET,,PASS,,I 5 SB,SEAMAS AVE,,N,Citation,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,90,65,PACED,HANDHELD,,N,,,,,,13526
CS0395538,396,2022/12/06 00:00:00+00,2023/02/01 10:02:00+00,2022/12/06 00:00:00+00,2023/02/01 10:02:00+00,CLOUDY,330228,DRIVER,37,F,HISPANIC,W,2005,NISSAN,ALTIMA,PASS,,CENTER PARKWAY,LOORZ CT,S,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,10,,,,,N,,,,,4D,13527
CS0213260,3008,2022/11/30 00:00:00+00,2023/02/01 07:47:00+00,2022/11/30 00:00:00+00,2023/02/01 07:47:00+00,,333797,DRIVER,26,M,HISPANIC,W,2015,RAM,RAM PICKUP 1500,PASS,,OCCIDENTAL ,BENNINGTON ,N,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,13528
CS0395538,396,2022/12/06 00:00:00+00,2023/02/01 10:02:00+00,2022/12/06 00:00:00+00,2023/02/01 10:02:00+00,CLOUDY,330228,DRIVER,37,F,HISPANIC,W,2005,NISSAN,ALTIMA,PASS,,CENTER PARKWAY,LOORZ CT,S,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,10,,,,,N,,,,,4D,13529
CS0213260,3008,2022/11/30 00:00:00+00,2023/02/01 07:47:00+00,2022/11/30 00:00:00+00,2023/02/01 07:47:00+00,,333797,DRIVER,26,M,HISPANIC,W,2015,RAM,RAM PICKUP 1500,PASS,,OCCIDENTAL ,BENNINGTON ,N,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,13530
CS0395538,396,2022/12/06 00:00:00+00,2023/02/01 10:02:00+00,2022/12/06 00:00:00+00,2023/02/01 10:02:00+00,CLOUDY,330228,DRIVER,37,F,HISPANIC,W,2005,NISSAN,ALTIMA,PASS,,CENTER PARKWAY,LOORZ CT,S,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,10,,,,,N,,,,,4D,13531
CS0252012,408,2022/11/30 00:00:00+00,2023/02/01 14:32:00+00,2022/11/30 00:00:00+00,2023/02/01 14:32:00+00,,334093,DRIVER,47,F,WHITE,W,,,,PASS,4831,DRY CREEK RD,,,N,Citation,M,(M) CAUSING OR PERMITTING INJURY TO DEPENDANT ADULT,PC,368(B)(1),,N,,,,,,N,,,,,,13532
CS0260509,833,2022/11/30 00:00:00+00,2023/02/01 19:40:00+00,2022/11/30 00:00:00+00,2023/02/01 19:40:00+00,CLEAR,334419,DRIVER,23,F,AFRICAN AMERICAN,B,2000,TOYOTA,COROLLA,PASS,,RIVERA DR,BELSEN ST,N,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,25,25,,,,N,RELEASED PER 853.6 PC,,,,4D,13533
CS0260509,833,2022/11/30 00:00:00+00,2023/02/01 19:40:00+00,2022/11/30 00:00:00+00,2023/02/01 19:40:00+00,CLEAR,334419,DRIVER,23,F,AFRICAN AMERICAN,B,2000,TOYOTA,COROLLA,PASS,,RIVERA DR,BELSEN ST,N,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),OWNERS RESPONSIBILITY,N,25,25,,,,N,RELEASED PER 853.6 PC,,,,4D,13534
CS0275020,668,2022/11/30 00:00:00+00,2023/02/01 07:09:00+00,2022/11/30 00:00:00+00,2023/02/01 07:09:00+00,CLEAR,333773,DRIVER,26,F,WHITE,W,2017,GMC,YUKON,PASS,,I-80,NORTHGATE BLVD ,,N,Citation,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,85,65,PACED,HANDHELD,,N,,,,,,13535
CS0282463,931,2022/11/30 00:00:00+00,2023/02/01 06:42:00+00,2022/11/30 00:00:00+00,2023/02/01 06:42:00+00,,333753,DRIVER,32,F,WHITE,W,2017,TOYOTA,,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,13536
CS0282464,931,2022/11/30 00:00:00+00,2023/02/01 06:50:00+00,2022/11/30 00:00:00+00,2023/02/01 06:50:00+00,,3333759,DRIVER,30,F,WHITE,W,2011,TOYOTA,,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,13537
CS0282465,931,2022/11/30 00:00:00+00,2023/02/01 07:04:00+00,2022/11/30 00:00:00+00,2023/02/01 07:04:00+00,,333769,DRIVER,23,M,PACIFIC ISLANDER,A,2016,VOLKSWAGEN,NOT IN LIST,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,13538
CS0282466,931,2022/11/30 00:00:00+00,2023/02/01 07:21:00+00,2022/11/30 00:00:00+00,2023/02/01 07:21:00+00,,333782,DRIVER,17,M,WHITE,W,2017,CHRYSLER,,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,13539
CS0282467,931,2022/11/30 00:00:00+00,2023/02/01 07:34:00+00,2022/11/30 00:00:00+00,2023/02/01 07:34:00+00,,333791,DRIVER,25,M,WHITE,W,2007,BMW,,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,Citation,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,,13540
CS0282467,931,2022/11/30 00:00:00+00,2023/02/01 07:34:00+00,2022/11/30 00:00:00+00,2023/02/01 07:34:00+00,,333791,DRIVER,25,M,WHITE,W,2007,BMW,,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13541
CS0282467,931,2022/11/30 00:00:00+00,2023/02/01 07:34:00+00,2022/11/30 00:00:00+00,2023/02/01 07:34:00+00,,333791,DRIVER,25,M,WHITE,W,2007,BMW,,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,Citation,I,(I) NEW RESIDENT TO OBTAIN REGISTR,VC,6700(A),,N,,,,,,N,,,,,,13542
CS0282468,931,2022/11/30 00:00:00+00,2023/02/01 08:02:00+00,2022/11/30 00:00:00+00,2023/02/01 08:02:00+00,,333811,DRIVER,26,F,AFRICAN AMERICAN,B,2011,CADILLAC,,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13543
CS0282469,931,2022/11/30 00:00:00+00,2023/02/01 08:25:00+00,2022/11/30 00:00:00+00,2023/02/01 08:25:00+00,,333837,DRIVER,33,F,HISPANIC,W,2013,HYUNDAI,,PASS,,FOLSOM BLVD,POWER INN RD,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13544
CS0282469,931,2022/11/30 00:00:00+00,2023/02/01 08:25:00+00,2022/11/30 00:00:00+00,2023/02/01 08:25:00+00,,333837,DRIVER,33,F,HISPANIC,W,2013,HYUNDAI,,PASS,,FOLSOM BLVD,POWER INN RD,,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,13545
CS0328556,221,2022/11/30 00:00:00+00,2023/02/01 16:07:00+00,2022/11/30 00:00:00+00,2023/02/01 16:07:00+00,,334260,DRIVER,29,M,AFRICAN AMERICAN,B,2003,NISSAN,MAXIMA,PASS,,10TH ST,Q ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,13546
CS0328557,221,2022/11/30 00:00:00+00,2023/02/01 19:20:00+00,2022/11/30 00:00:00+00,2023/02/01 19:20:00+00,,334415,DRIVER,31,M,AFRICAN AMERICAN,B,1991,FORD,THUNDERBIRD,PASS,,O ST,12TH ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,13547
CS0359390,946,2022/11/30 00:00:00+00,2023/02/01 08:43:00+00,2022/11/30 00:00:00+00,2023/02/01 08:43:00+00,CLEAR,333855,DRIVER,35,M,WHITE,W,2022,TOYOTA,PRIUS,PASS,,HIGHWAY 50,59TH ST,E,N,Citation,I,(I) SIGNAL BEFORE TURN/CHANGE LANE,VC,22108,,N,83,65,PACED,HANDHELD,,N,,,,,,13548
CS0359390,946,2022/11/30 00:00:00+00,2023/02/01 08:43:00+00,2022/11/30 00:00:00+00,2023/02/01 08:43:00+00,CLEAR,333855,DRIVER,35,M,WHITE,W,2022,TOYOTA,PRIUS,PASS,,HIGHWAY 50,59TH ST,E,N,Citation,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,83,65,PACED,HANDHELD,,N,,,,,,13549
CS0359391,946,2022/11/30 00:00:00+00,2023/02/01 08:51:00+00,2022/11/30 00:00:00+00,2023/02/01 08:51:00+00,CLEAR,333864,DRIVER,29,M,HISPANIC,W,2003,SUBARU,FORESTER,PASS,,FOLSOM BLVD,65TH ST,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,13550
CS0359392,946,2022/11/30 00:00:00+00,2023/02/01 09:05:00+00,2022/11/30 00:00:00+00,2023/02/01 09:05:00+00,CLEAR,333871,DRIVER,56,M,AFRICAN AMERICAN,B,1994,GEO,METRO,PASS,,FOLSOM BLVD,CUCAMONGA AVE,S,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,13551
CS0396047,834,2022/12/03 00:00:00+00,2023/02/01 02:02:00+00,2022/12/03 00:00:00+00,2023/02/01 02:02:00+00,CLEAR,336551,DRIVER,43,M,WHITE,W,1973,AM GENERAL,NOT IN LIST,PASS,,J STREET,18TH STREET,N,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,35,25,,,,N,,,,,,13552
