ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
11936,CS0025272,530,2019/08/10 23:21:00+00,2019/08/10 23:21:00+00,,257559,DRIVER,32,M,AFRICAN AMERICAN,B,2010,TOYOTA,,PASS,,EL CAMINO AVE,TAFT ST,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,50,35,LIDAR,HANDHELD,,N,,,,,
11937,CS0081661,1003,2019/11/17 06:40:00+00,2019/11/17 06:30:59+00,CLEAR,372593,DRIVER,47,M,AFRICAN AMERICAN,B,2018,HARLEY-DAVIDSON,,MTCY,,SR 99 NB,47TH AVE,N,N,CITATION,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),(I) MAXIMUM SPEED - OVER 65 LIMIT,N,72,65,PACED,HANDHELD,,N,,,,,MC
11938,CS0193731,530,2019/07/14 13:41:00+00,2019/07/14 13:41:00+00,,223518,DRIVER,61,M,HISPANIC,W,2016,FORD,F-150,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,50,35,LIDAR,HANDHELD,,N,,,,,
11939,CS0192676,522,2019/05/07 16:14:00+00,2019/05/07 16:14:00+00,,141935,DRIVER,33,F,AFRICAN AMERICAN,B,2019,TOYOTA,CAMRY,PASS,2121,ARDEN WAY,,,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
11940,CS0191398,530,2019/04/23 15:55:00+00,2019/04/23 15:55:00+00,,1,DRIVER,43,M,WHITE,W,2018,ACURA,,PASS,,EB 80,WEST OF WINTERS,E,N,CITATION,I,(I) USE OF PREFERENTIAL LANES,VC,21655.5(B),(I) USE OF PREFERENTIAL LANES,N,,,,,,N,,,,,
11941,CS0190043,931,2019/01/28 22:11:00+00,2019/01/28 22:11:00+00,,29732,DRIVER,36,M,WHITE,W,2015,CADILLAC,ESCALADE,PASS,,UNIVERSITY AVE,CAMPUS COMMONS RD,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11942,CS0045709,270,2019/12/27 17:54:00+00,2019/12/27 17:54:00+00,,414783,DRIVER,17,M,WHITE,W,2010,HYUNDAI,,PASS,,FRANKLIN BLVD,WUTHERING AVE,N,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES,N,,,,,,N,,,,,
11943,CS0186148,592,2019/11/21 15:36:00+00,2019/11/21 15:36:00+00,CLEAR,377270,DRIVER,41,F,AFRICAN AMERICAN,B,2005,BMW,X5,PTRK,,DEL PASO BLVD,JULIESSE AVE,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,49,35,LIDAR,,lh002648,N,,,,,LL
11944,CS0190480,931,2019/04/25 14:06:00+00,2019/04/25 14:06:00+00,,127304,DRIVER,26,M,HISPANIC,W,2017,FORD,EXPLORER,PASS,,AMHERST ST,REENEL WAY,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
11945,CS0190002,931,2019/01/24 15:59:59+00,2019/01/24 15:59:59+00,,24884,DRIVER,29,F,AFRICAN AMERICAN,B,1997,FORD,THUNDERBIRD,PASS,,I-80 WB OR,W EL CAMINO AVE,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11946,CS0196549,530,2019/09/15 13:47:59+00,2019/09/15 13:47:59+00,,300927,DRIVER,28,M,AFRICAN AMERICAN,B,2018,DODGE,,PASS,,EVERGREEN ST,ENSENADA WAY,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,35,LIDAR,,,N,,,,,
11947,CS0197017,876,2019/12/17 18:49:00+00,2019/12/17 18:49:00+00,,404870,DRIVER,34,F,WHITE,W,2020,JEEP,GLADIATOR,PASS,,29TH ST,L ST,S,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,
11948,CS0193066,931,2019/05/10 15:53:59+00,2019/05/10 15:53:59+00,,145578,DRIVER,20,F,AFRICAN AMERICAN,B,2010,CHRYSLER,SEBRING,PASS,,24TH ST,WAH AVE,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,54,35,LIDAR,HANDHELD,,N,,,Refusal,,
11949,CS0191114,530,2019/02/27 19:12:00+00,2019/02/27 19:12:00+00,,62322,DRIVER,63,F,AFRICAN AMERICAN,B,1996,TOYOTA,TERCEL,PASS,,BROADWAY,38TH ST,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
11950,CS0147687,897,2019/04/17 05:06:59+00,2019/04/17 05:06:59+00,,117214,DRIVER,24,M,AFRICAN AMERICAN,B,2003,MAZDA,MAZDA6,PASS,,SAN JUAN RD,NORTHGATE BLVD,E,N,CITATION,I,(I) TRANSFEREE TO NOTIFY DMV OF TRANSFER W/I 10 DAYS,VC,5902,(I) TRANSFEREE TO NOTIFY DMV OF TRANSFER W/I 10 DAYS,N,,,,,,N,,,,,4D
11951,CS0190012,931,2019/01/25 21:37:59+00,2019/01/25 21:37:59+00,,26394,DRIVER,48,F,WHITE,W,1992,TOYOTA,COROLLA,PASS,,N FREEWAY BLVD,PROMENADE CIR,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
11952,CS0196853,530,2019/12/05 16:30:00+00,2019/12/05 16:30:00+00,,391,DRIVER,38,F,HISPANIC,W,2017,HONDA,,PASS,,27TH ST,H ST,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
11953,CS0188361,3066,2019/01/24 20:26:59+00,2019/01/24 20:26:59+00,,25198,DRIVER,56,M,WHITE,W,2007,TOYOTA,T100,PASS,,CAPITOL,20TH ST,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11954,CS0193444,931,2019/07/29 15:29:00+00,2019/07/29 15:29:00+00,,241031,DRIVER,61,M,AFRICAN AMERICAN,B,2015,CHEVROLET,IMPALA,PASS,,12TH ST,J ST,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
11955,CS0190156,931,2019/02/06 17:21:00+00,2019/02/06 17:21:00+00,,39416,DRIVER,32,M,HISPANIC,W,2017,ISUZU,,PASS,,FRUITRIDGE RD,24TH ST,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11956,CS0025457,530,2019/09/01 17:36:59+00,2019/09/01 17:36:59+00,,284200,DRIVER,21,M,HISPANIC,W,2017,HONDA,,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),(I) LICENSE NOT IN POSSESSION,N,50,35,LIDAR,HANDHELD,,N,,,,,
11957,CS0144320,779,2019/04/20 08:18:00+00,2019/04/20 08:18:00+00,,121327,DRIVER,61,M,AFRICAN AMERICAN,B,1999,DODGE,,PASS,,NORTHGATE BLVD,CLEVELAND AVE,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
11958,CS0195374,876,2019/10/23 18:14:00+00,2019/10/23 18:14:00+00,,344341,DRIVER,21,M,HISPANIC,W,2014,VOLKSWAGEN,CC,PASS,,AZEVEDO DR,PEBBLEWOOD DR,N,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,
11959,CS0190169,931,2019/02/07 16:28:00+00,2019/02/07 16:28:00+00,,40516,DRIVER,28,F,HISPANIC,W,2010,BUICK,LACROSSE,PASS,,HORNET DR,COLLEGE TOWN DR,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11960,CS0186980,876,2019/02/05 19:12:00+00,2019/02/05 19:12:00+00,,38268,DRIVER,31,M,AFRICAN AMERICAN,B,2011,CHEVROLET,IMPALA,PASS,,EL CAMINO AVE,CLAY ST,W,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,56,35,LIDAR,HANDHELD,lh001232,N,,,,,
11961,CS0196848,530,2019/12/05 15:33:00+00,2019/12/05 15:33:00+00,,391602,DRIVER,32,F,HISPANIC,W,2015,BUICK,,PASS,,RICHARDS BLVD,N 12TH ST,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
11962,CS0194855,522,2019/10/31 00:32:00+00,2019/10/31 00:32:00+00,,353131,DRIVER,34,M,WHITE,W,2005,TOYOTA,,PASS,,H ST,26TH ST,,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,40,25,VISUAL EST,HANDHELD,,N,,,WARNING ONLY,,
11963,CS0184526,388,2019/04/03 15:13:00+00,2019/04/03 15:13:00+00,CLOUDY,100917,DRIVER,41,M,WHITE,W,,,NOT IN LIST,PASS,828,I ST,,,Y,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
11964,CS0186219,592,2019/12/11 21:01:59+00,2019/12/11 21:01:59+00,CLOUDY,398503,DRIVER,30,M,AFRICAN AMERICAN,B,2008,DODGE,CHARGER,PASS,,HWY 99 SB,12TH AVE,S,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,N,80,65,PACED,HANDHELD,,N,,,,,4D
11965,CS0189466,530,2019/01/27 15:49:00+00,2019/01/27 15:49:00+00,,28374,DRIVER,52,M,HISPANIC,W,1986,FORD,,PASS,,PEBBLEWOOD DR,AZEVEDO DR,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,35,LIDAR,,,N,,,,,
11966,CS0137640,407,2019/11/21 21:58:00+00,2019/11/21 21:58:00+00,,377681,DRIVER,28,F,HISPANIC,W,2011,BUICK,LACROSSE,PASS,,DRY CREEK RD,HARRIS AVE,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
11967,CS0186101,592,2019/11/12 17:03:00+00,2019/11/12 17:03:00+00,CLEAR,366897,DRIVER,26,M,ASIAN OTHER,A,2018,HONDA,CIVIC,PASS,,FREEPORT BLVD,FLORIN RD,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,65,50,LIDAR,HANDHELD,lh002648,N,,,,,4D
11968,CS0189737,522,2019/02/06 18:58:00+00,2019/02/06 18:58:00+00,,39538,DRIVER,37,F,ASIAN OTHER,A,2015,TOYOTA,,PASS,,24TH ST,BROADWAY,,N,WARNING,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,WARNING ONLY,,
11969,CS0192725,522,2019/05/15 00:11:59+00,2019/05/15 00:11:59+00,,150953,DRIVER,37,F,AFRICAN AMERICAN,B,2007,LEXUS,,PASS,,J ST,16TH ST,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
11970,CS0190328,931,2019/03/21 18:17:00+00,2019/03/21 18:17:00+00,,86282,DRIVER,19,M,AFRICAN AMERICAN,B,2005,CHEVROLET,MONTE CARLO,PASS,,STOCKTON BLVD,LAWRENCE DR,S,N,CITATION,I,(I) SKOKE/INGEST MARIJUANA WHILE DRIVING VEHICLE ETC.,HS,11362.3(A)(7),,N,,,,,,N,,,,,
11971,CS0186866,876,2019/01/02 17:44:00+00,2019/01/02 17:44:00+00,,1245,DRIVER,49,M,WHITE,W,1999,CHEVROLET,SILVERADO 3500,PASS,,BROADWAY,16TH ST,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11972,CS0059613,897,2019/11/06 09:43:00+00,2019/11/06 09:43:00+00,,360151,DRIVER,33,M,WHITE,W,1997,FORD,MUSTANG,PASS,,NORTHGATE BLVD,W EL CAMINO AVE,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
11973,CS0195110,876,2019/08/03 07:56:00+00,2019/08/03 07:56:00+00,,251668,DRIVER,54,M,HISPANIC,W,1985,CHEVROLET,BLAZER,PASS,,FOLSOM BLVD,WISSEMANN DR,E,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),(I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,N,,,,,,N,,,,,
11974,CS0191313,530,2019/04/04 15:46:59+00,2019/04/04 15:46:59+00,,102166,DRIVER,34,F,HISPANIC,W,2018,HONDA,,PASS,,21ST AVE,62ND ST,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
11975,CS0144331,779,2019/07/11 13:05:00+00,2019/07/05 09:33:00+00,,212407,DRIVER,31,M,AFRICAN AMERICAN,B,2000,TOYOTA,SEQUOIA,PASS,,DEL PASO RD,SB I5,W,N,CITATION,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),(M) OPERATE VEHICLE W/O IID,N,,,,,,Y,,,Accident,,2T
11976,CS0196940,530,2019/12/22 19:21:59+00,2019/12/22 19:21:59+00,,410379,DRIVER,29,M,AFRICAN AMERICAN,B,2004,CHEVROLET,,PASS,,EVERGREEN ST,DEL PASO BLVD,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
11977,CS0189809,522,2019/02/28 16:40:00+00,2019/02/28 16:40:00+00,,63273,DRIVER,22,M,AFRICAN AMERICAN,B,2013,NISSAN,,PASS,4635,POWER INN RD,,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
11978,CS0195466,876,2019/11/13 16:05:59+00,2019/11/13 16:05:59+00,,368066,DRIVER,63,M,HISPANIC,W,2006,NISSAN,ALTIMA,PASS,,FOLSOM BLVD,HORNET DR,W,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,
11979,CS0190889,876,2019/06/18 16:31:59+00,2019/06/18 16:31:59+00,,192660,DRIVER,65,M,HISPANIC,W,1991,HONDA,CRX,PASS,,FREEPORT BLVD,FLORIN RD,W,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,,,,,
11980,CS0186856,876,2019/01/02 15:11:00+00,2019/01/02 15:11:00+00,,1110,DRIVER,41,F,WHITE,W,2014,HONDA,CIVIC,PASS,,I 5 NB BROADWAY OFF,,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
11981,CS0026698,3066,2019/12/11 01:21:59+00,2019/12/11 01:21:59+00,,397634,DRIVER,65,M,ASIAN OTHER,A,2018,SUBARU,FORESTER,PASS,,PLEASANT DR,S LAND PARK DR,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
11982,CS0117383,455,2019/05/09 17:06:00+00,2019/05/09 17:06:00+00,,144392,DRIVER,20,M,UNKNOWN,U,,,NOT IN LIST,PASS,910,I STREET,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
11983,CS0188330,3066,2019/01/11 23:45:00+00,2019/01/11 23:45:00+00,,11697,DRIVER,43,M,WHITE,W,2001,BUICK,CENTURY,PASS,,FRANKLIN BLVD,VALLEY HI DR,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
11984,CS0190155,931,2019/02/06 17:18:00+00,2019/02/06 17:18:00+00,,30406,DRIVER,30,F,WHITE,W,2006,INFINITI,,PASS,,FRUITRIDGE RD,24TH ST,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11985,CS0186978,876,2019/02/05 18:36:59+00,2019/02/05 18:36:59+00,,38221,DRIVER,62,F,HISPANIC,W,2007,TOYOTA,CAMRY,PASS,,ARDEN WAY,HERITAGE WAY,W,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,WARNING ONLY,,
11986,CS0192663,522,2019/05/03 17:06:59+00,2019/05/03 17:06:59+00,,137205,DRIVER,28,M,WHITE,W,2005,HONDA,,PASS,,HOWE AVE,FAIR OAKS BLVD,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
11987,CS0025179,530,2019/08/06 16:21:59+00,2019/08/06 16:21:59+00,,251786,DRIVER,39,M,HISPANIC,W,2018,CHEVROLET,,PASS,,12TH AVE,36TH ST,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
11988,CS0025458,530,2019/09/01 17:51:59+00,2019/09/01 17:51:59+00,,284212,DRIVER,30,M,AFRICAN AMERICAN,B,1999,HONDA,ACCORD,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,50,35,LIDAR,HANDHELD,,N,,,,,
11989,CS0196006,931,2019/08/05 18:36:59+00,2019/08/05 18:36:59+00,,250744,DRIVER,68,F,AFRICAN AMERICAN,B,2006,CHRYSLER,,PASS,,FLORIN RD,TAMOSHANTER WAY,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,Refusal,,
11990,CS0196925,530,2019/12/20 16:41:00+00,2019/12/20 16:41:00+00,,408032,DRIVER,52,M,AFRICAN AMERICAN,B,2002,ISUZU,,PASS,,MARYSVILLE BLVD,LOS ROBLES BLVD,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
11991,CS0045694,270,2019/12/11 21:40:59+00,2019/12/11 21:40:59+00,,398565,DRIVER,50,M,WHITE,W,2017,HYUNDAI,,PASS,,RICHARDS BLVD,I 5 NB,E,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),(I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,N,,,,,,N,,,,,
11992,CS0020997,931,2019/01/24 15:03:00+00,2019/01/24 15:03:00+00,,24848,DRIVER,18,M,HISPANIC,W,1996,HONDA,CIVIC CRX,PASS,,DUCKHORN DR,SAINTSBURY DR,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,60,30,VISUAL EST,HANDHELD,,N,,,,,
11993,CS0137608,407,2019/11/15 22:01:00+00,2019/11/15 22:01:00+00,,370940,DRIVER,42,M,ASIAN OTHER,A,2007,CHRYSLER,TOWN AND COUNTRY,PASS,,DUCKHORN DR,GOOSE HAVEN LN,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11994,CS0196943,530,2019/12/22 21:21:59+00,2019/12/22 21:21:59+00,,410470,DRIVER,55,F,ASIAN OTHER,A,2012,MITSUBISHI,,PASS,,RICHARDS BLVD,DOS RIOS ST,E,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
11995,CS0196021,931,2019/08/07 15:56:00+00,2019/08/07 15:56:00+00,,253103,DRIVER,43,F,AFRICAN AMERICAN,B,2000,LEXUS,GS 400,PASS,,RIO LINDA BLVD,EDGEWOOD AVE,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,35,LIDAR,,,N,,,,,
11996,CS0193086,931,2019/05/14 15:24:00+00,2019/05/14 15:24:00+00,,150331,DRIVER,41,F,EAST INDIAN,W,2016,KIA,OPTIMA,PASS,,DUCKHORN DR,SAINTSBURY DR,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,35,LIDAR,,,N,,,,,
11997,CS0190205,931,2019/02/13 00:27:59+00,2019/02/13 00:27:59+00,,46390,DRIVER,21,F,HISPANIC,W,2017,NISSAN,,PASS,,RICHARDS BLVD,N 12TH ST,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
11998,CS0147711,897,2019/05/11 06:42:00+00,2019/05/11 06:42:00+00,,146619,DRIVER,33,F,WHITE,W,2011,KIA,OPTIMA,PASS,,DEL PASO,E COMMERCE,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,80,45,PACED,HANDHELD,,N,,,,,
11999,CS0190306,931,2019/03/14 13:47:00+00,2019/03/14 13:47:00+00,,78277,DRIVER,35,M,PACIFIC ISLANDER,A,2004,FORD,,PASS,,AMHERST ST,71ST AVE,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
12000,CS0196741,530,2019/11/12 18:53:59+00,2019/11/12 18:53:59+00,,367070,DRIVER,52,M,ASIAN OTHER,A,1998,TOYOTA,AVALON,PASS,,25TH ST,BROADWAY,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
12001,CS0192744,522,2019/05/17 00:23:00+00,2019/05/17 00:23:00+00,,153120,DRIVER,26,F,UNKNOWN,U,2008,ACURA,,PASS,,H ST,27TH ST,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
12002,CS0192661,522,2019/05/03 16:40:00+00,2019/05/03 16:40:00+00,,137173,DRIVER,29,F,UNKNOWN,U,2014,BMW,,PASS,,CARLSON DR,MODDISON AVE,,N,CITATION,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),(I) LICENSE NOT IN POSSESSION,N,,,,,,N,,,,,
12003,CS0191494,530,2019/05/17 15:42:00+00,2019/05/17 15:42:00+00,,153679,DRIVER,55,M,HISPANIC,W,2002,CHRYSLER,,PASS,,MAIN AVE,AUSTIN ST,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
12004,CS0191009,530,2019/02/05 19:51:59+00,2019/02/05 19:51:59+00,,38322,DRIVER,27,M,WHITE,W,2006,HYUNDAI,,PASS,,ARDEN WAY,CHALLENGE WAY,W,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
12005,CS0137605,407,2019/11/15 17:55:00+00,2019/11/15 17:55:00+00,,370637,DRIVER,37,M,WHITE,W,2016,FORD,F-250 SUPER DUTY,PASS,,CLUB CENTER DR,DUNLAY DR,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
12006,CS0186110,592,2019/11/13 16:30:00+00,2019/11/13 16:30:00+00,CLEAR,368091,DRIVER,23,F,WHITE,W,2008,FORD,EXPEDITION,PTRK,,47TH AVE,44TH ST,E,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,LL
12007,CS0044592,267,2019/06/14 14:36:59+00,2019/06/14 14:36:59+00,CLEAR,189685,DRIVER,46,F,AFRICAN AMERICAN,B,2004,FORD,MUSTANG,PASS,,HOWE AVE,FAIR OAKS BLVD,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,10,,,,,N,,,,,CV
